id_venda,id_pedido,cpf_cliente,data_venda,data_entrega,produto_id,produto_nome,categoria_produto,quantidade,valor_unitario,desconto,valor_total,custo,canal_venda,status_venda,forma_pagamento,parcelas,vendedor_id,loja_id
751,PED-20250520-000751,20178879606,2025-05-20T06:39:57.682864,2025-05-27T06:39:57.682864,ELET-002,Notebook Dell Inspiron 15,Eletrônicos,1,4443.62,0.0,4443.62,3279.31,APP_MOBILE,CONCLUIDA,PIX,1,VND002,
752,PED-20250905-000752,32715874855,2025-09-05T10:07:57.682864,2025-09-13T10:07:57.682864,ESPO-001,Bicicleta Caloi 21 Marchas,Esportes,1,1890.66,0.0,1890.66,972.81,ECOMMERCE,CONCLUIDA,CARTAO_CREDITO,12,VND017,
753,PED-20250528-000753,06124115670,2025-05-28T10:25:57.682864,,ESPO-001,Bicicleta Caloi 21 Marchas,Esportes,1,1936.7,96.84,1839.86,1102.1,LOJA_FISICA,CANCELADA,CARTAO_DEBITO,1,VND013,LOJA18
754,PED-20250418-000754,77008267142,2025-04-18T07:17:57.682864,2025-04-24T07:17:57.682864,BELE-001,Perfume Natura Essencial,Beleza,1,271.55,13.58,257.97,141.11,LOJA_FISICA,CONCLUIDA,CARTAO_CREDITO,2,VND039,LOJA02
755,PED-20250818-000755,54571113935,2025-08-18T03:48:57.682864,2025-08-23T03:48:57.682864,CASA-001,Cafeteira Nespresso Essenza,Casa,1,649.27,0.0,649.27,308.35,ECOMMERCE,DEVOLVIDA,CARTAO_CREDITO,12,VND026,
756,PED-20250422-000756,15502909247,2025-04-22T03:12:57.682864,2025-04-28T03:12:57.682864,ELET-001,Smartphone Samsung Galaxy A54,Eletrônicos,1,2119.23,0.0,2119.23,1208.78,TELEVENDAS,CONCLUIDA,PIX,1,VND024,
757,PED-20250830-000757,14679404612,2025-08-30T12:43:57.682864,2025-09-06T12:43:57.682864,ESPO-001,Bicicleta Caloi 21 Marchas,Esportes,1,1899.61,0.0,1899.61,1388.51,TELEVENDAS,CONCLUIDA,CARTAO_DEBITO,1,VND012,
758,PED-20250829-000758,99211431581,2025-08-29T15:47:57.682864,2025-09-05T15:47:57.682864,ELET-002,Notebook Dell Inspiron 15,Eletrônicos,1,4055.32,0.0,4055.32,2902.44,LOJA_FISICA,CONCLUIDA,BOLETO,1,VND007,LOJA15
759,PED-20251028-000759,99663934808,2025-10-28T00:58:57.682864,,CASA-002,Aspirador Robô iRobot,Casa,1,2564.84,0.0,2564.84,1423.69,LOJA_FISICA,CANCELADA,CARTAO_CREDITO,2,VND043,LOJA05
760,PED-20250726-000760,67449816849,2025-07-26T15:27:57.682864,2025-07-29T15:27:57.682864,ELET-005,iPad Air 5ª Geração,Eletrônicos,1,4626.69,462.67,4164.02,1909.48,ECOMMERCE,CONCLUIDA,CARTAO_CREDITO,12,VND003,
761,PED-20251122-000761,10594569311,2025-11-22T05:06:57.682864,2025-11-28T05:06:57.682864,ALIM-001,Kit Chocolate Belga Importado,Alimentação,1,151.32,22.7,128.62,58.96,ECOMMERCE,CONCLUIDA,CARTAO_CREDITO,1,VND046,
762,PED-20250623-000762,12808172753,2025-06-23T14:37:57.682864,2025-06-29T14:37:57.682864,ELET-003,"Smart TV 55"" LG OLED",Eletrônicos,1,5409.14,0.0,5409.14,4035.59,LOJA_FISICA,CONCLUIDA,CARTAO_CREDITO,1,VND019,LOJA04
763,PED-20250615-000763,02717538976,2025-06-15T14:31:57.682864,2025-06-20T14:31:57.682864,LIVR-001,Livro - O Poder do Hábito,Livros,1,52.82,0.0,52.82,27.38,TELEVENDAS,CONCLUIDA,CARTAO_CREDITO,1,VND026,
764,PED-20250819-000764,28740709124,2025-08-19T06:56:57.682864,,CALC-002,Bota Couro Timberland,Calçados,1,902.44,45.12,857.32,388.21,APP_MOBILE,PENDENTE,PIX,1,VND049,
765,PED-20250806-000765,05254000600,2025-08-06T04:14:57.682864,2025-08-14T04:14:57.682864,ELET-004,Fone JBL Tune 760NC,Eletrônicos,1,366.89,0.0,366.89,205.66,ECOMMERCE,CONCLUIDA,CARTAO_CREDITO,12,VND001,
766,PED-20251021-000766,63724858426,2025-10-21T07:11:57.682864,2025-10-27T07:11:57.682864,ELET-005,iPad Air 5ª Geração,Eletrônicos,1,6822.94,0.0,6822.94,3247.69,ECOMMERCE,CONCLUIDA,BOLETO,1,VND010,
767,PED-20250922-000767,17245748330,2025-09-22T05:16:57.682864,2025-09-30T05:16:57.682864,ELET-005,iPad Air 5ª Geração,Eletrônicos,3,6876.15,4125.69,16502.76,10601.92,ECOMMERCE,CONCLUIDA,PIX,1,VND039,
768,PED-20250916-000768,71534514805,2025-09-16T13:53:57.682864,2025-09-23T13:53:57.682864,ELET-002,Notebook Dell Inspiron 15,Eletrônicos,1,3750.45,0.0,3750.45,1847.35,LOJA_FISICA,CONCLUIDA,CARTAO_CREDITO,1,VND035,LOJA06
769,PED-20250929-000769,25723938673,2025-09-29T15:06:57.682864,2025-10-02T15:06:57.682864,BELE-001,Perfume Natura Essencial,Beleza,1,196.78,0.0,196.78,83.53,LOJA_FISICA,CONCLUIDA,CARTAO_CREDITO,1,VND002,LOJA14
770,PED-20250829-000770,84230393407,2025-08-29T15:10:57.682864,2025-09-01T15:10:57.682864,ELET-005,iPad Air 5ª Geração,Eletrônicos,1,6870.92,1030.64,5840.28,4320.66,ECOMMERCE,CONCLUIDA,CARTAO_CREDITO,12,VND018,
771,PED-20260102-000771,64324992835,2026-01-02T11:28:57.682864,2026-01-10T11:28:57.682864,ELET-005,iPad Air 5ª Geração,Eletrônicos,1,5389.19,0.0,5389.19,3025.73,TELEVENDAS,CONCLUIDA,PIX,1,VND004,
772,PED-20250531-000772,54729806409,2025-05-31T04:17:57.682864,2025-06-07T04:17:57.682864,ELET-003,"Smart TV 55"" LG OLED",Eletrônicos,1,3845.26,576.79,3268.47,1774.66,ECOMMERCE,CONCLUIDA,PIX,1,VND045,
773,PED-20250928-000773,18843946714,2025-09-28T03:45:57.682864,2025-10-07T03:45:57.682864,LIVR-001,Livro - O Poder do Hábito,Livros,1,50.52,0.0,50.52,34.15,LOJA_FISICA,CONCLUIDA,PIX,1,VND034,LOJA19
774,PED-20250715-000774,58093490566,2025-07-15T14:32:57.682864,2025-07-23T14:32:57.682864,ELET-001,Smartphone Samsung Galaxy A54,Eletrônicos,1,2133.25,0.0,2133.25,1593.25,ECOMMERCE,CONCLUIDA,PIX,1,VND022,
775,PED-20251204-000775,62339260507,2025-12-04T01:54:57.682864,2025-12-09T01:54:57.682864,BELE-001,Perfume Natura Essencial,Beleza,1,159.59,0.0,159.59,106.29,ECOMMERCE,CONCLUIDA,BOLETO,1,VND027,
776,PED-20250829-000776,63724858426,2025-08-29T01:57:57.682864,2025-09-04T01:57:57.682864,ALIM-001,Kit Chocolate Belga Importado,Alimentação,1,138.24,20.74,117.5,55.55,ECOMMERCE,CONCLUIDA,CARTAO_DEBITO,1,VND028,
777,PED-20250707-000777,23599171882,2025-07-07T04:17:57.682864,2025-07-13T04:17:57.682864,CALC-001,Tênis Nike Air Max 270,Calçados,1,773.31,0.0,773.31,449.39,APP_MOBILE,CONCLUIDA,CARTAO_CREDITO,3,VND010,
778,PED-20250506-000778,92044693151,2025-05-06T08:03:57.682864,2025-05-13T08:03:57.682864,CASA-001,Cafeteira Nespresso Essenza,Casa,1,516.9,77.53,439.37,200.55,ECOMMERCE,CONCLUIDA,BOLETO,1,VND030,
779,PED-20250511-000779,92241549304,2025-05-11T15:40:57.682864,2025-05-15T15:40:57.682864,CALC-001,Tênis Nike Air Max 270,Calçados,1,897.65,0.0,897.65,500.59,ECOMMERCE,CONCLUIDA,PIX,1,VND026,
780,PED-20250528-000780,50006890032,2025-05-28T10:30:57.682864,2025-06-02T10:30:57.682864,ALIM-001,Kit Chocolate Belga Importado,Alimentação,1,83.2,0.0,83.2,50.5,APP_MOBILE,CONCLUIDA,BOLETO,1,VND018,
781,PED-20250821-000781,97785011303,2025-08-21T09:10:57.682864,2025-08-28T09:10:57.682864,VEST-001,Camiseta Polo Masculina,Vestuário,1,164.18,16.42,147.76,110.17,ECOMMERCE,CONCLUIDA,CARTAO_CREDITO,1,VND020,
782,PED-20250422-000782,39078545356,2025-04-22T04:40:57.682864,2025-05-01T04:40:57.682864,CALC-001,Tênis Nike Air Max 270,Calçados,3,514.0,231.3,1310.7,648.03,ECOMMERCE,CONCLUIDA,PIX,1,VND046,
783,PED-20250911-000783,40493641742,2025-09-11T08:58:57.682864,2025-09-18T08:58:57.682864,ELET-001,Smartphone Samsung Galaxy A54,Eletrônicos,1,1574.71,0.0,1574.71,686.61,APP_MOBILE,CONCLUIDA,BOLETO,1,VND031,
784,PED-20250509-000784,69450324859,2025-05-09T10:36:57.682864,2025-05-19T10:36:57.682864,ELET-001,Smartphone Samsung Galaxy A54,Eletrônicos,1,1249.0,124.9,1124.1,774.29,TELEVENDAS,CONCLUIDA,CARTAO_CREDITO,12,VND021,
785,PED-20260206-000785,07133496623,2026-02-06T07:44:57.682864,2026-02-12T07:44:57.682864,CASA-001,Cafeteira Nespresso Essenza,Casa,1,485.08,48.51,436.57,316.94,TELEVENDAS,CONCLUIDA,CARTAO_DEBITO,1,VND004,
786,PED-20250520-000786,40539595195,2025-05-20T06:31:57.682864,2025-05-30T06:31:57.682864,CALC-002,Bota Couro Timberland,Calçados,1,915.37,0.0,915.37,388.13,ECOMMERCE,CONCLUIDA,PIX,1,VND015,
787,PED-20250530-000787,04509193238,2025-05-30T01:47:57.682864,2025-06-07T01:47:57.682864,BELE-001,Perfume Natura Essencial,Beleza,1,169.7,0.0,169.7,100.34,ECOMMERCE,CONCLUIDA,PIX,1,VND020,
788,PED-20260211-000788,31514361965,2026-02-11T02:43:57.682864,2026-02-20T02:43:57.682864,CALC-001,Tênis Nike Air Max 270,Calçados,1,527.94,26.4,501.54,268.13,APP_MOBILE,CONCLUIDA,BOLETO,1,VND050,
789,PED-20251110-000789,60159461057,2025-11-10T03:23:57.682864,2025-11-14T03:23:57.682864,ELET-001,Smartphone Samsung Galaxy A54,Eletrônicos,1,2082.4,0.0,2082.4,1541.94,ECOMMERCE,CONCLUIDA,BOLETO,1,VND020,
790,PED-20250827-000790,80832357170,2025-08-27T05:17:57.682864,2025-09-05T05:17:57.682864,VEST-002,Vestido Social Feminino,Vestuário,1,153.81,0.0,153.81,113.6,APP_MOBILE,CONCLUIDA,CARTAO_DEBITO,1,VND025,
791,PED-20250902-000791,30261290380,2025-09-02T02:36:57.682864,2025-09-11T02:36:57.682864,BELE-001,Perfume Natura Essencial,Beleza,1,138.87,0.0,138.87,102.26,APP_MOBILE,CONCLUIDA,CARTAO_DEBITO,1,VND027,
792,PED-20250508-000792,31527166724,2025-05-08T06:43:57.682864,2025-05-17T06:43:57.682864,LIVR-001,Livro - O Poder do Hábito,Livros,1,56.55,5.66,50.89,30.72,LOJA_FISICA,CONCLUIDA,PIX,1,VND013,LOJA18
793,PED-20250528-000793,61583298517,2025-05-28T04:49:57.682864,2025-06-06T04:49:57.682864,BELE-001,Perfume Natura Essencial,Beleza,1,177.41,26.61,150.8,94.5,ECOMMERCE,CONCLUIDA,CARTAO_CREDITO,1,VND007,
794,PED-20250724-000794,02717538976,2025-07-24T07:27:57.682864,2025-07-29T07:27:57.682864,CASA-001,Cafeteira Nespresso Essenza,Casa,1,647.68,32.38,615.3,409.25,ECOMMERCE,CONCLUIDA,CARTAO_CREDITO,1,VND003,
795,PED-20250522-000795,17245748330,2025-05-22T02:53:57.682864,2025-05-28T02:53:57.682864,ELET-004,Fone JBL Tune 760NC,Eletrônicos,1,521.18,0.0,521.18,226.01,APP_MOBILE,CONCLUIDA,CARTAO_CREDITO,6,VND043,
796,PED-20250826-000796,47299128705,2025-08-26T04:08:57.682864,2025-09-02T04:08:57.682864,ELET-002,Notebook Dell Inspiron 15,Eletrônicos,1,4287.81,857.56,3430.25,2433.34,ECOMMERCE,CONCLUIDA,CARTAO_CREDITO,1,VND019,
797,PED-20250711-000797,89729244740,2025-07-11T00:58:57.682864,2025-07-18T00:58:57.682864,ELET-005,iPad Air 5ª Geração,Eletrônicos,1,6763.36,0.0,6763.36,3003.86,LOJA_FISICA,CONCLUIDA,CARTAO_CREDITO,3,VND029,LOJA09
798,PED-20250606-000798,54571113935,2025-06-06T08:45:57.682864,2025-06-15T08:45:57.682864,CASA-001,Cafeteira Nespresso Essenza,Casa,1,538.15,0.0,538.15,369.88,APP_MOBILE,CONCLUIDA,BOLETO,1,VND021,
799,PED-20251010-000799,24021504753,2025-10-10T11:00:57.682864,2025-10-20T11:00:57.682864,ELET-003,"Smart TV 55"" LG OLED",Eletrônicos,1,5035.71,0.0,5035.71,3510.44,APP_MOBILE,CONCLUIDA,PIX,1,VND030,
800,PED-20251119-000800,94288084580,2025-11-19T10:39:57.682864,2025-11-28T10:39:57.682864,ELET-003,"Smart TV 55"" LG OLED",Eletrônicos,2,3638.86,0.0,7277.72,4365.2,ECOMMERCE,CONCLUIDA,CARTAO_CREDITO,1,VND019,
801,PED-20250529-000801,28740709124,2025-05-29T01:45:57.682864,2025-06-01T01:45:57.682864,CASA-001,Cafeteira Nespresso Essenza,Casa,1,571.64,0.0,571.64,354.45,ECOMMERCE,CONCLUIDA,PIX,1,VND042,
802,PED-20250512-000802,03812571692,2025-05-12T01:34:57.682864,2025-05-22T01:34:57.682864,ALIM-001,Kit Chocolate Belga Importado,Alimentação,1,130.09,0.0,130.09,59.67,LOJA_FISICA,CONCLUIDA,CARTAO_CREDITO,1,VND030,LOJA16
803,PED-20250426-000803,93263060546,2025-04-26T14:55:57.682864,2025-04-30T14:55:57.682864,ESPO-001,Bicicleta Caloi 21 Marchas,Esportes,1,1972.95,0.0,1972.95,1073.09,ECOMMERCE,CONCLUIDA,CARTAO_CREDITO,12,VND037,
804,PED-20250427-000804,25281198793,2025-04-27T10:36:57.682864,2025-04-30T10:36:57.682864,CASA-001,Cafeteira Nespresso Essenza,Casa,2,416.27,0.0,832.54,398.23,LOJA_FISICA,DEVOLVIDA,PIX,1,VND039,LOJA07
805,PED-20250613-000805,85270405814,2025-06-13T10:28:57.682864,2025-06-22T10:28:57.682864,ELET-005,iPad Air 5ª Geração,Eletrônicos,1,7094.77,1064.22,6030.55,4417.23,ECOMMERCE,CONCLUIDA,PIX,1,VND024,
806,PED-20250809-000806,90721358306,2025-08-09T13:50:57.682864,2025-08-12T13:50:57.682864,VEST-001,Camiseta Polo Masculina,Vestuário,1,136.49,13.65,122.84,66.97,ECOMMERCE,CONCLUIDA,PIX,1,VND014,
807,PED-20250714-000807,40467750416,2025-07-14T11:15:57.682864,2025-07-20T11:15:57.682864,CALC-001,Tênis Nike Air Max 270,Calçados,1,566.17,0.0,566.17,288.41,APP_MOBILE,CONCLUIDA,CARTAO_DEBITO,1,VND014,
808,PED-20250614-000808,94239531233,2025-06-14T10:11:57.682864,2025-06-21T10:11:57.682864,CALC-001,Tênis Nike Air Max 270,Calçados,2,693.83,0.0,1387.66,626.32,ECOMMERCE,CONCLUIDA,BOLETO,1,VND015,
809,PED-20251006-000809,88483781611,2025-10-06T15:23:57.682864,2025-10-16T15:23:57.682864,ELET-005,iPad Air 5ª Geração,Eletrônicos,1,4792.48,0.0,4792.48,2890.62,LOJA_FISICA,CONCLUIDA,CARTAO_CREDITO,12,VND035,LOJA17
810,PED-20251104-000810,04469413526,2025-11-04T07:50:57.682864,2025-11-14T07:50:57.682864,CALC-001,Tênis Nike Air Max 270,Calçados,1,555.64,27.78,527.86,218.12,LOJA_FISICA,CONCLUIDA,PIX,1,VND005,LOJA14
811,PED-20250819-000811,82406228525,2025-08-19T06:10:57.682864,2025-08-29T06:10:57.682864,CASA-001,Cafeteira Nespresso Essenza,Casa,2,644.98,0.0,1289.96,722.47,ECOMMERCE,CONCLUIDA,BOLETO,1,VND016,
812,PED-20250702-000812,61559341777,2025-07-02T12:01:57.682864,2025-07-07T12:01:57.682864,CASA-002,Aspirador Robô iRobot,Casa,1,2092.8,0.0,2092.8,1484.17,ECOMMERCE,CONCLUIDA,CARTAO_CREDITO,12,VND041,
813,PED-20250908-000813,28740709124,2025-09-08T15:13:57.682864,2025-09-11T15:13:57.682864,ELET-001,Smartphone Samsung Galaxy A54,Eletrônicos,1,1722.76,0.0,1722.76,869.95,LOJA_FISICA,CONCLUIDA,PIX,1,VND045,LOJA10
814,PED-20250417-000814,02630961141,2025-04-17T02:06:57.682864,2025-04-20T02:06:57.682864,CASA-001,Cafeteira Nespresso Essenza,Casa,2,629.93,251.97,1007.89,463.24,APP_MOBILE,CONCLUIDA,PIX,1,VND005,
815,PED-20250929-000815,23599171882,2025-09-29T07:38:57.682864,,CALC-001,Tênis Nike Air Max 270,Calçados,1,611.92,61.19,550.73,322.97,ECOMMERCE,CANCELADA,PIX,1,VND046,
816,PED-20251010-000816,31527166724,2025-10-10T15:33:57.682864,2025-10-14T15:33:57.682864,CASA-002,Aspirador Robô iRobot,Casa,1,1886.25,0.0,1886.25,825.47,LOJA_FISICA,CONCLUIDA,PIX,1,VND050,LOJA07
817,PED-20251118-000817,71878662082,2025-11-18T07:14:57.682864,,ELET-004,Fone JBL Tune 760NC,Eletrônicos,1,576.77,28.84,547.93,305.11,TELEVENDAS,CANCELADA,CARTAO_DEBITO,1,VND025,
818,PED-20250710-000818,54571113935,2025-07-10T11:16:57.682864,2025-07-20T11:16:57.682864,ELET-001,Smartphone Samsung Galaxy A54,Eletrônicos,1,1340.09,0.0,1340.09,551.51,APP_MOBILE,CONCLUIDA,BOLETO,1,VND018,
819,PED-20250813-000819,02717538976,2025-08-13T13:52:57.682864,2025-08-16T13:52:57.682864,ESPO-001,Bicicleta Caloi 21 Marchas,Esportes,1,1669.27,250.39,1418.88,661.3,ECOMMERCE,CONCLUIDA,CARTAO_CREDITO,3,VND002,
820,PED-20250818-000820,16227236357,2025-08-18T02:01:57.682864,2025-08-27T02:01:57.682864,ELET-002,Notebook Dell Inspiron 15,Eletrônicos,1,4639.6,0.0,4639.6,3095.31,ECOMMERCE,CONCLUIDA,CARTAO_CREDITO,6,VND029,
821,PED-20250419-000821,52928418113,2025-04-19T04:27:57.682864,2025-04-22T04:27:57.682864,CASA-001,Cafeteira Nespresso Essenza,Casa,1,646.97,0.0,646.97,402.13,ECOMMERCE,CONCLUIDA,BOLETO,1,VND032,
822,PED-20260212-000822,03608646272,2026-02-12T10:36:57.682864,2026-02-15T10:36:57.682864,ELET-003,"Smart TV 55"" LG OLED",Eletrônicos,1,6549.53,0.0,6549.53,4041.1,LOJA_FISICA,CONCLUIDA,PIX,1,VND032,LOJA04
823,PED-20250716-000823,97785011303,2025-07-16T03:02:57.682864,2025-07-23T03:02:57.682864,ELET-001,Smartphone Samsung Galaxy A54,Eletrônicos,1,2119.11,0.0,2119.11,1508.09,TELEVENDAS,CONCLUIDA,CARTAO_CREDITO,12,VND046,
824,PED-20260125-000824,67597252200,2026-01-25T12:18:57.682864,,ELET-003,"Smart TV 55"" LG OLED",Eletrônicos,1,4427.51,664.13,3763.38,2447.36,LOJA_FISICA,CANCELADA,CARTAO_DEBITO,1,VND040,LOJA04
825,PED-20250518-000825,18304847884,2025-05-18T05:26:57.682864,2025-05-24T05:26:57.682864,ELET-005,iPad Air 5ª Geração,Eletrônicos,1,4679.54,935.91,3743.63,2136.19,ECOMMERCE,CONCLUIDA,PIX,1,VND037,
826,PED-20250613-000826,55417338044,2025-06-13T01:47:57.682864,2025-06-17T01:47:57.682864,CASA-001,Cafeteira Nespresso Essenza,Casa,1,444.58,0.0,444.58,306.37,LOJA_FISICA,CONCLUIDA,CARTAO_CREDITO,3,VND008,LOJA11
827,PED-20251013-000827,78978753426,2025-10-13T14:01:57.682864,2025-10-20T14:01:57.682864,VEST-002,Vestido Social Feminino,Vestuário,1,418.53,0.0,418.53,290.83,ECOMMERCE,CONCLUIDA,PIX,1,VND031,
828,PED-20250630-000828,30261290380,2025-06-30T15:22:57.682864,2025-07-05T15:22:57.682864,ALIM-001,Kit Chocolate Belga Importado,Alimentação,1,159.08,0.0,159.08,78.12,LOJA_FISICA,CONCLUIDA,CARTAO_DEBITO,1,VND027,LOJA02
829,PED-20251214-000829,94288084580,2025-12-14T04:57:57.682864,2025-12-22T04:57:57.682864,VEST-001,Camiseta Polo Masculina,Vestuário,1,91.39,0.0,91.39,41.52,APP_MOBILE,CONCLUIDA,CARTAO_DEBITO,1,VND022,
830,PED-20250812-000830,40467750416,2025-08-12T06:14:57.682864,2025-08-22T06:14:57.682864,ELET-001,Smartphone Samsung Galaxy A54,Eletrônicos,1,1388.13,0.0,1388.13,816.73,APP_MOBILE,CONCLUIDA,PIX,1,VND017,
831,PED-20260221-000831,57952837117,2026-02-21T08:39:57.682864,2026-03-02T08:39:57.682864,VEST-001,Camiseta Polo Masculina,Vestuário,1,83.89,0.0,83.89,57.25,ECOMMERCE,DEVOLVIDA,PIX,1,VND029,
832,PED-20250706-000832,29220432900,2025-07-06T11:39:57.682864,2025-07-11T11:39:57.682864,ELET-004,Fone JBL Tune 760NC,Eletrônicos,1,451.88,0.0,451.88,251.14,LOJA_FISICA,CONCLUIDA,CARTAO_CREDITO,1,VND029,LOJA11
833,PED-20250704-000833,15502909247,2025-07-04T13:57:57.682864,2025-07-11T13:57:57.682864,CALC-001,Tênis Nike Air Max 270,Calçados,1,831.81,0.0,831.81,530.29,LOJA_FISICA,CONCLUIDA,PIX,1,VND037,LOJA04
834,PED-20250423-000834,31913673499,2025-04-23T03:01:57.682864,2025-04-28T03:01:57.682864,ELET-002,Notebook Dell Inspiron 15,Eletrônicos,2,5218.05,0.0,10436.1,7145.95,TELEVENDAS,CONCLUIDA,BOLETO,1,VND029,
835,PED-20250514-000835,27291186838,2025-05-14T08:15:57.682864,2025-05-19T08:15:57.682864,ELET-004,Fone JBL Tune 760NC,Eletrônicos,1,492.74,0.0,492.74,290.16,ECOMMERCE,CONCLUIDA,CARTAO_DEBITO,1,VND027,
836,PED-20250726-000836,03608646272,2025-07-26T11:44:57.682864,2025-07-29T11:44:57.682864,ELET-003,"Smart TV 55"" LG OLED",Eletrônicos,1,6148.51,0.0,6148.51,3419.82,ECOMMERCE,CONCLUIDA,CARTAO_CREDITO,6,VND049,
837,PED-20250623-000837,82406228525,2025-06-23T14:56:57.682864,2025-07-03T14:56:57.682864,CASA-002,Aspirador Robô iRobot,Casa,1,1899.92,0.0,1899.92,900.51,LOJA_FISICA,CONCLUIDA,PIX,1,VND014,LOJA11
838,PED-20251004-000838,52928418113,2025-10-04T15:31:57.682864,2025-10-08T15:31:57.682864,CALC-001,Tênis Nike Air Max 270,Calçados,1,849.79,0.0,849.79,348.53,ECOMMERCE,CONCLUIDA,BOLETO,1,VND050,
839,PED-20250502-000839,04469413526,2025-05-02T06:04:57.682864,2025-05-08T06:04:57.682864,LIVR-001,Livro - O Poder do Hábito,Livros,1,52.62,2.63,49.99,25.37,ECOMMERCE,CONCLUIDA,PIX,1,VND007,
840,PED-20250506-000840,84515949306,2025-05-06T15:55:57.682864,2025-05-15T15:55:57.682864,ELET-005,iPad Air 5ª Geração,Eletrônicos,1,5074.2,0.0,5074.2,3227.38,ECOMMERCE,CONCLUIDA,PIX,1,VND037,
841,PED-20260211-000841,23125114446,2026-02-11T09:34:57.682864,2026-02-20T09:34:57.682864,CALC-001,Tênis Nike Air Max 270,Calçados,1,614.55,0.0,614.55,278.11,ECOMMERCE,CONCLUIDA,CARTAO_CREDITO,12,VND013,
842,PED-20250528-000842,38870841448,2025-05-28T12:17:57.682864,2025-06-04T12:17:57.682864,ALIM-001,Kit Chocolate Belga Importado,Alimentação,1,179.9,9.0,170.9,113.51,LOJA_FISICA,CONCLUIDA,CARTAO_CREDITO,1,VND038,LOJA07
843,PED-20250429-000843,40043074731,2025-04-29T13:03:57.682864,2025-05-03T13:03:57.682864,LIVR-001,Livro - O Poder do Hábito,Livros,1,45.9,0.0,45.9,33.49,LOJA_FISICA,CONCLUIDA,PIX,1,VND044,LOJA17
844,PED-20250917-000844,31913673499,2025-09-17T01:09:57.682864,2025-09-27T01:09:57.682864,VEST-002,Vestido Social Feminino,Vestuário,1,229.55,34.43,195.12,107.21,TELEVENDAS,CONCLUIDA,PIX,1,VND002,
845,PED-20250604-000845,22713530253,2025-06-04T06:17:57.682864,2025-06-13T06:17:57.682864,BELE-001,Perfume Natura Essencial,Beleza,1,238.41,0.0,238.41,124.46,APP_MOBILE,CONCLUIDA,BOLETO,1,VND039,
846,PED-20250415-000846,91292648473,2025-04-15T10:22:57.682864,2025-04-20T10:22:57.682864,CALC-001,Tênis Nike Air Max 270,Calçados,1,566.25,0.0,566.25,396.67,LOJA_FISICA,CONCLUIDA,BOLETO,1,VND007,LOJA18
847,PED-20250625-000847,48591820819,2025-06-25T05:22:57.682864,2025-07-03T05:22:57.682864,ELET-001,Smartphone Samsung Galaxy A54,Eletrônicos,1,1302.38,0.0,1302.38,766.46,ECOMMERCE,CONCLUIDA,PIX,1,VND013,
848,PED-20250602-000848,59150508830,2025-06-02T04:24:57.682864,2025-06-08T04:24:57.682864,CALC-002,Bota Couro Timberland,Calçados,1,611.59,0.0,611.59,246.11,TELEVENDAS,CONCLUIDA,CARTAO_CREDITO,12,VND049,
849,PED-20250530-000849,91292648473,2025-05-30T02:10:57.682864,2025-06-05T02:10:57.682864,ESPO-001,Bicicleta Caloi 21 Marchas,Esportes,1,1197.08,239.42,957.66,455.47,LOJA_FISICA,CONCLUIDA,CARTAO_CREDITO,1,VND026,LOJA13
850,PED-20251020-000850,79862588705,2025-10-20T02:13:57.682864,2025-10-30T02:13:57.682864,CASA-001,Cafeteira Nespresso Essenza,Casa,1,529.18,0.0,529.18,358.69,LOJA_FISICA,CONCLUIDA,PIX,1,VND037,LOJA08
851,PED-20251027-000851,61559341777,2025-10-27T01:44:57.682864,2025-11-02T01:44:57.682864,ELET-003,"Smart TV 55"" LG OLED",Eletrônicos,1,5358.28,0.0,5358.28,2988.01,APP_MOBILE,CONCLUIDA,BOLETO,1,VND031,
852,PED-20250508-000852,60159461057,2025-05-08T10:42:57.682864,2025-05-18T10:42:57.682864,ESPO-001,Bicicleta Caloi 21 Marchas,Esportes,1,1426.54,142.65,1283.89,741.85,ECOMMERCE,CONCLUIDA,CARTAO_CREDITO,12,VND048,
853,PED-20250728-000853,54729806409,2025-07-28T08:52:57.682864,2025-08-07T08:52:57.682864,ELET-005,iPad Air 5ª Geração,Eletrônicos,1,5814.7,0.0,5814.7,4055.48,APP_MOBILE,CONCLUIDA,PIX,1,VND008,
854,PED-20251123-000854,41039768458,2025-11-23T14:30:57.682864,2025-12-02T14:30:57.682864,ELET-005,iPad Air 5ª Geração,Eletrônicos,1,7067.89,0.0,7067.89,3337.97,ECOMMERCE,CONCLUIDA,PIX,1,VND015,
855,PED-20250521-000855,04469413526,2025-05-21T06:01:57.682864,2025-05-24T06:01:57.682864,ESPO-001,Bicicleta Caloi 21 Marchas,Esportes,1,1042.14,0.0,1042.14,599.4,APP_MOBILE,CONCLUIDA,CARTAO_CREDITO,2,VND025,
856,PED-20250607-000856,49016814949,2025-06-07T13:14:57.682864,2025-06-12T13:14:57.682864,CASA-002,Aspirador Robô iRobot,Casa,1,2345.92,0.0,2345.92,1731.96,ECOMMERCE,CONCLUIDA,PIX,1,VND028,
857,PED-20250511-000857,16919546248,2025-05-11T13:09:57.682864,2025-05-19T13:09:57.682864,ELET-005,iPad Air 5ª Geração,Eletrônicos,1,6187.29,0.0,6187.29,3309.98,ECOMMERCE,CONCLUIDA,CARTAO_CREDITO,12,VND027,
